"INDIC_AGR","GEO","FARMTYPE","LEG_FORM","SO_EUR","AGRAREA","TIME","Value"
"Farm area excluding special agricultural production areas - hectare","Spain","Total","Total","Total","Total","2016","30,012,080"
"Farm area excluding special agricultural production areas - hectare","Spain","Total","Total","Total","Total","2013","30,042,210"
"Farm area excluding special agricultural production areas - hectare","Spain","Total","Total","Total","Total","2010","30,614,170"
"Farm area excluding special agricultural production areas - hectare","Spain","Total","Total","Total","Total","2007","33,162,190"
"Farm area excluding special agricultural production areas - hectare","Spain","Total","Total","Total","Total","2005","33,107,060"
"Farm area excluding special agricultural production areas - hectare","France","Total","Total","Total","Total","2016","29,239,050"
"Farm area excluding special agricultural production areas - hectare","France","Total","Total","Total","Total","2013","29,264,400"
"Farm area excluding special agricultural production areas - hectare","France","Total","Total","Total","Total","2010","29,546,440"
"Farm area excluding special agricultural production areas - hectare","France","Total","Total","Total","Total","2007","28,949,220"
"Farm area excluding special agricultural production areas - hectare","France","Total","Total","Total","Total","2005","29,177,730"
"Farm area excluding special agricultural production areas - hectare","Croatia","Total","Total","Total","Total","2016","1,688,330"
"Farm area excluding special agricultural production areas - hectare","Croatia","Total","Total","Total","Total","2013","1,728,100"
"Farm area excluding special agricultural production areas - hectare","Croatia","Total","Total","Total","Total","2010","1,542,740"
"Farm area excluding special agricultural production areas - hectare","Croatia","Total","Total","Total","Total","2007","1,198,690"
"Farm area excluding special agricultural production areas - hectare","Croatia","Total","Total","Total","Total","2005",":"
"Farm area excluding special agricultural production areas - hectare","Italy","Total","Total","Total","Total","2016","16,525,220"
"Farm area excluding special agricultural production areas - hectare","Italy","Total","Total","Total","Total","2013","15,933,790"
"Farm area excluding special agricultural production areas - hectare","Italy","Total","Total","Total","Total","2010","17,080,850"
"Farm area excluding special agricultural production areas - hectare","Italy","Total","Total","Total","Total","2007","17,841,540"
"Farm area excluding special agricultural production areas - hectare","Italy","Total","Total","Total","Total","2005","17,803,010"
"Farm area excluding special agricultural production areas - hectare","Cyprus","Total","Total","Total","Total","2016","128,440"
"Farm area excluding special agricultural production areas - hectare","Cyprus","Total","Total","Total","Total","2013","123,810"
"Farm area excluding special agricultural production areas - hectare","Cyprus","Total","Total","Total","Total","2010","137,760"
"Farm area excluding special agricultural production areas - hectare","Cyprus","Total","Total","Total","Total","2007","179,960"
"Farm area excluding special agricultural production areas - hectare","Cyprus","Total","Total","Total","Total","2005","189,630"
"Farm area excluding special agricultural production areas - hectare","Latvia","Total","Total","Total","Total","2016","3,028,490"
"Farm area excluding special agricultural production areas - hectare","Latvia","Total","Total","Total","Total","2013","3,058,780"
"Farm area excluding special agricultural production areas - hectare","Latvia","Total","Total","Total","Total","2010","2,879,170"
"Farm area excluding special agricultural production areas - hectare","Latvia","Total","Total","Total","Total","2007","2,848,390"
"Farm area excluding special agricultural production areas - hectare","Latvia","Total","Total","Total","Total","2005","3,001,860"
"Farm area excluding special agricultural production areas - hectare","Lithuania","Total","Total","Total","Total","2016","3,165,700"
"Farm area excluding special agricultural production areas - hectare","Lithuania","Total","Total","Total","Total","2013","3,125,370"
"Farm area excluding special agricultural production areas - hectare","Lithuania","Total","Total","Total","Total","2010","3,003,620"
"Farm area excluding special agricultural production areas - hectare","Lithuania","Total","Total","Total","Total","2007","2,908,160"
"Farm area excluding special agricultural production areas - hectare","Lithuania","Total","Total","Total","Total","2005","3,116,010"
"Farm area excluding special agricultural production areas - hectare","Luxembourg","Total","Total","Total","Total","2016","137,380"
"Farm area excluding special agricultural production areas - hectare","Luxembourg","Total","Total","Total","Total","2013","137,790"
"Farm area excluding special agricultural production areas - hectare","Luxembourg","Total","Total","Total","Total","2010","137,910"
"Farm area excluding special agricultural production areas - hectare","Luxembourg","Total","Total","Total","Total","2007","138,110"
"Farm area excluding special agricultural production areas - hectare","Luxembourg","Total","Total","Total","Total","2005","137,690"
"Farm area excluding special agricultural production areas - hectare","Hungary","Total","Total","Total","Total","2016","6,245,770"
"Farm area excluding special agricultural production areas - hectare","Hungary","Total","Total","Total","Total","2013","7,048,760"
"Farm area excluding special agricultural production areas - hectare","Hungary","Total","Total","Total","Total","2010","7,102,970"
"Farm area excluding special agricultural production areas - hectare","Hungary","Total","Total","Total","Total","2007","6,003,560"
"Farm area excluding special agricultural production areas - hectare","Hungary","Total","Total","Total","Total","2005","6,157,620"
"Farm area excluding special agricultural production areas - hectare","Malta","Total","Total","Total","Total","2016","12,170"
"Farm area excluding special agricultural production areas - hectare","Malta","Total","Total","Total","Total","2013","11,980"
"Farm area excluding special agricultural production areas - hectare","Malta","Total","Total","Total","Total","2010","12,940"
"Farm area excluding special agricultural production areas - hectare","Malta","Total","Total","Total","Total","2007","11,680"
"Farm area excluding special agricultural production areas - hectare","Malta","Total","Total","Total","Total","2005","11,790"
"Farm area excluding special agricultural production areas - hectare","Netherlands","Total","Total","Total","Total","2016","1,963,630"
"Farm area excluding special agricultural production areas - hectare","Netherlands","Total","Total","Total","Total","2013","2,008,870"
"Farm area excluding special agricultural production areas - hectare","Netherlands","Total","Total","Total","Total","2010","2,018,620"
"Farm area excluding special agricultural production areas - hectare","Netherlands","Total","Total","Total","Total","2007","2,074,800"
"Farm area excluding special agricultural production areas - hectare","Netherlands","Total","Total","Total","Total","2005","2,035,230"
"Farm area excluding special agricultural production areas - hectare","Austria","Total","Total","Total","Total","2016","5,454,730"
"Farm area excluding special agricultural production areas - hectare","Austria","Total","Total","Total","Total","2013","5,815,840"
"Farm area excluding special agricultural production areas - hectare","Austria","Total","Total","Total","Total","2010","5,847,850"
"Farm area excluding special agricultural production areas - hectare","Austria","Total","Total","Total","Total","2007","6,853,800"
"Farm area excluding special agricultural production areas - hectare","Austria","Total","Total","Total","Total","2005","6,712,680"
"Farm area excluding special agricultural production areas - hectare","Poland","Total","Total","Total","Total","2016","16,236,200"
"Farm area excluding special agricultural production areas - hectare","Poland","Total","Total","Total","Total","2013","16,487,480"
"Farm area excluding special agricultural production areas - hectare","Poland","Total","Total","Total","Total","2010","16,982,340"
"Farm area excluding special agricultural production areas - hectare","Poland","Total","Total","Total","Total","2007","18,098,650"
"Farm area excluding special agricultural production areas - hectare","Poland","Total","Total","Total","Total","2005","17,423,750"
"Farm area excluding special agricultural production areas - hectare","Portugal","Total","Total","Total","Total","2016","4,663,170"
"Farm area excluding special agricultural production areas - hectare","Portugal","Total","Total","Total","Total","2013","4,625,700"
"Farm area excluding special agricultural production areas - hectare","Portugal","Total","Total","Total","Total","2010","4,709,130"
"Farm area excluding special agricultural production areas - hectare","Portugal","Total","Total","Total","Total","2007","4,408,430"
"Farm area excluding special agricultural production areas - hectare","Portugal","Total","Total","Total","Total","2005","4,779,430"
"Farm area excluding special agricultural production areas - hectare","Romania","Total","Total","Total","Total","2016","13,864,510"
"Farm area excluding special agricultural production areas - hectare","Romania","Total","Total","Total","Total","2013","14,661,380"
"Farm area excluding special agricultural production areas - hectare","Romania","Total","Total","Total","Total","2010","15,695,030"
"Farm area excluding special agricultural production areas - hectare","Romania","Total","Total","Total","Total","2007","15,264,650"
"Farm area excluding special agricultural production areas - hectare","Romania","Total","Total","Total","Total","2005","15,420,640"
"Farm area excluding special agricultural production areas - hectare","Slovenia","Total","Total","Total","Total","2016","906,460"
"Farm area excluding special agricultural production areas - hectare","Slovenia","Total","Total","Total","Total","2013","902,160"
"Farm area excluding special agricultural production areas - hectare","Slovenia","Total","Total","Total","Total","2010","905,990"
"Farm area excluding special agricultural production areas - hectare","Slovenia","Total","Total","Total","Total","2007","921,230"
"Farm area excluding special agricultural production areas - hectare","Slovenia","Total","Total","Total","Total","2005","921,310"
"Farm area excluding special agricultural production areas - hectare","Slovakia","Total","Total","Total","Total","2016","3,077,470"
"Farm area excluding special agricultural production areas - hectare","Slovakia","Total","Total","Total","Total","2013","3,067,090"
"Farm area excluding special agricultural production areas - hectare","Slovakia","Total","Total","Total","Total","2010","3,063,000"
"Farm area excluding special agricultural production areas - hectare","Slovakia","Total","Total","Total","Total","2007","3,055,040"
"Farm area excluding special agricultural production areas - hectare","Slovakia","Total","Total","Total","Total","2005","3,113,710"
"Farm area excluding special agricultural production areas - hectare","Finland","Total","Total","Total","Total","2016","5,573,520"
"Farm area excluding special agricultural production areas - hectare","Finland","Total","Total","Total","Total","2013","5,786,690"
"Farm area excluding special agricultural production areas - hectare","Finland","Total","Total","Total","Total","2010","6,250,610"
"Farm area excluding special agricultural production areas - hectare","Finland","Total","Total","Total","Total","2007","6,405,850"
"Farm area excluding special agricultural production areas - hectare","Finland","Total","Total","Total","Total","2005","6,551,480"
"Farm area excluding special agricultural production areas - hectare","Sweden","Total","Total","Total","Total","2016","6,306,000"
"Farm area excluding special agricultural production areas - hectare","Sweden","Total","Total","Total","Total","2013","6,424,370"
"Farm area excluding special agricultural production areas - hectare","Sweden","Total","Total","Total","Total","2010","6,759,760"
"Farm area excluding special agricultural production areas - hectare","Sweden","Total","Total","Total","Total","2007","7,332,520"
"Farm area excluding special agricultural production areas - hectare","Sweden","Total","Total","Total","Total","2005","7,061,920"
"Farm area excluding special agricultural production areas - hectare","Iceland","Total","Total","Total","Total","2016",":"
"Farm area excluding special agricultural production areas - hectare","Iceland","Total","Total","Total","Total","2013",":"
"Farm area excluding special agricultural production areas - hectare","Iceland","Total","Total","Total","Total","2010","2,560,050"
"Farm area excluding special agricultural production areas - hectare","Iceland","Total","Total","Total","Total","2007",":"
"Farm area excluding special agricultural production areas - hectare","Iceland","Total","Total","Total","Total","2005",":"
"Farm area excluding special agricultural production areas - hectare","Norway","Total","Total","Total","Total","2016",":"
"Farm area excluding special agricultural production areas - hectare","Norway","Total","Total","Total","Total","2013","5,372,090"
"Farm area excluding special agricultural production areas - hectare","Norway","Total","Total","Total","Total","2010","4,015,620"
"Farm area excluding special agricultural production areas - hectare","Norway","Total","Total","Total","Total","2007","6,339,080"
"Farm area excluding special agricultural production areas - hectare","Norway","Total","Total","Total","Total","2005","2,099,330"
"Farm area excluding special agricultural production areas - hectare","Switzerland","Total","Total","Total","Total","2016",":"
"Farm area excluding special agricultural production areas - hectare","Switzerland","Total","Total","Total","Total","2013",":"
"Farm area excluding special agricultural production areas - hectare","Switzerland","Total","Total","Total","Total","2010","1,163,190"
"Farm area excluding special agricultural production areas - hectare","Switzerland","Total","Total","Total","Total","2007","1,171,460"
"Farm area excluding special agricultural production areas - hectare","Switzerland","Total","Total","Total","Total","2005","1,178,110"
"Farm area excluding special agricultural production areas - hectare","United Kingdom","Total","Total","Total","Total","2016","18,847,730"
"Farm area excluding special agricultural production areas - hectare","United Kingdom","Total","Total","Total","Total","2013","18,663,950"
"Farm area excluding special agricultural production areas - hectare","United Kingdom","Total","Total","Total","Total","2010","18,009,980"
"Farm area excluding special agricultural production areas - hectare","United Kingdom","Total","Total","Total","Total","2007","17,242,390"
"Farm area excluding special agricultural production areas - hectare","United Kingdom","Total","Total","Total","Total","2005","16,839,770"
"Farm area excluding special agricultural production areas - hectare","Montenegro","Total","Total","Total","Total","2016",":"
"Farm area excluding special agricultural production areas - hectare","Montenegro","Total","Total","Total","Total","2013",":"
"Farm area excluding special agricultural production areas - hectare","Montenegro","Total","Total","Total","Total","2010","309,220"
"Farm area excluding special agricultural production areas - hectare","Montenegro","Total","Total","Total","Total","2007",":"
"Farm area excluding special agricultural production areas - hectare","Montenegro","Total","Total","Total","Total","2005",":"
"Farms with livestock - number","Belgium","Total","Total","Total","Total","2016","25,440"
"Farms with livestock - number","Belgium","Total","Total","Total","Total","2013","27,770"
"Farms with livestock - number","Belgium","Total","Total","Total","Total","2010","31,820"
"Farms with livestock - number","Belgium","Total","Total","Total","Total","2007","36,060"
"Farms with livestock - number","Belgium","Total","Total","Total","Total","2005","38,750"
"Farms with livestock - number","Bulgaria","Total","Total","Total","Total","2016","134,970"
"Farms with livestock - number","Bulgaria","Total","Total","Total","Total","2013","184,030"
"Farms with livestock - number","Bulgaria","Total","Total","Total","Total","2010","279,710"
"Farms with livestock - number","Bulgaria","Total","Total","Total","Total","2007","418,160"
"Farms with livestock - number","Bulgaria","Total","Total","Total","Total","2005","480,630"
"Farms with livestock - number","Czechia","Total","Total","Total","Total","2016","18,680"
"Farms with livestock - number","Czechia","Total","Total","Total","Total","2013","18,840"
"Farms with livestock - number","Czechia","Total","Total","Total","Total","2010","15,920"
"Farms with livestock - number","Czechia","Total","Total","Total","Total","2007","28,480"
"Farms with livestock - number","Czechia","Total","Total","Total","Total","2005","31,540"
"Farms with livestock - number","Denmark","Total","Total","Total","Total","2016","20,670"
"Farms with livestock - number","Denmark","Total","Total","Total","Total","2013","23,400"
"Farms with livestock - number","Denmark","Total","Total","Total","Total","2010","25,300"
"Farms with livestock - number","Denmark","Total","Total","Total","Total","2007","28,430"
"Farms with livestock - number","Denmark","Total","Total","Total","Total","2005","31,850"
"Farms with livestock - number","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total","2016","184,690"
"Farms with livestock - number","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total","2013","199,200"
"Farms with livestock - number","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total","2010","216,100"
"Farms with livestock - number","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total","2007","265,980"
"Farms with livestock - number","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total","2005","280,980"
"Farms with livestock - number","Estonia","Total","Total","Total","Total","2016","6,960"
"Farms with livestock - number","Estonia","Total","Total","Total","Total","2013","8,380"
"Farms with livestock - number","Estonia","Total","Total","Total","Total","2010","9,680"
"Farms with livestock - number","Estonia","Total","Total","Total","Total","2007","13,790"
"Farms with livestock - number","Estonia","Total","Total","Total","Total","2005","18,420"
"Farms with livestock - number","Ireland","Total","Total","Total","Total","2016","126,590"
"Farms with livestock - number","Ireland","Total","Total","Total","Total","2013","128,310"
"Farms with livestock - number","Ireland","Total","Total","Total","Total","2010","127,140"
"Farms with livestock - number","Ireland","Total","Total","Total","Total","2007","121,850"
"Farms with livestock - number","Ireland","Total","Total","Total","Total","2005","128,300"
"Farms with livestock - number","Greece","Total","Total","Total","Total","2016","238,520"
"Farms with livestock - number","Greece","Total","Total","Total","Total","2013","256,400"
"Farms with livestock - number","Greece","Total","Total","Total","Total","2010","273,160"
"Farms with livestock - number","Greece","Total","Total","Total","Total","2007","375,260"
"Farms with livestock - number","Greece","Total","Total","Total","Total","2005","407,510"
"Farms with livestock - number","Spain","Total","Total","Total","Total","2016","216,700"
"Farms with livestock - number","Spain","Total","Total","Total","Total","2013","217,150"
"Farms with livestock - number","Spain","Total","Total","Total","Total","2010","245,160"
"Farms with livestock - number","Spain","Total","Total","Total","Total","2007","306,440"
"Farms with livestock - number","Spain","Total","Total","Total","Total","2005","325,150"
"Farms with livestock - number","France","Total","Total","Total","Total","2016","247,570"
"Farms with livestock - number","France","Total","Total","Total","Total","2013","274,620"
"Farms with livestock - number","France","Total","Total","Total","Total","2010","309,370"
"Farms with livestock - number","France","Total","Total","Total","Total","2007","341,380"
"Farms with livestock - number","France","Total","Total","Total","Total","2005","376,180"
"Farms with livestock - number","Croatia","Total","Total","Total","Total","2016","91,470"
"Farms with livestock - number","Croatia","Total","Total","Total","Total","2013","123,080"
"Farms with livestock - number","Croatia","Total","Total","Total","Total","2010","194,090"
"Farms with livestock - number","Croatia","Total","Total","Total","Total","2007","162,260"
"Farms with livestock - number","Croatia","Total","Total","Total","Total","2005",":"
"Farms with livestock - number","Italy","Total","Total","Total","Total","2016","154,680"
"Farms with livestock - number","Italy","Total","Total","Total","Total","2013","173,350"
"Farms with livestock - number","Italy","Total","Total","Total","Total","2010","217,330"
"Farms with livestock - number","Italy","Total","Total","Total","Total","2007","309,170"
"Farms with livestock - number","Italy","Total","Total","Total","Total","2005","301,980"
"Farms with livestock - number","Cyprus","Total","Total","Total","Total","2016","9,980"
"Farms with livestock - number","Cyprus","Total","Total","Total","Total","2013","10,450"
"Farms with livestock - number","Cyprus","Total","Total","Total","Total","2010","9,950"
"Farms with livestock - number","Cyprus","Total","Total","Total","Total","2007","11,470"
"Farms with livestock - number","Cyprus","Total","Total","Total","Total","2005","12,100"
"Farms with livestock - number","Latvia","Total","Total","Total","Total","2016","44,970"
"Farms with livestock - number","Latvia","Total","Total","Total","Total","2013","43,920"
"Farms with livestock - number","Latvia","Total","Total","Total","Total","2010","48,700"
"Farms with livestock - number","Latvia","Total","Total","Total","Total","2007","73,410"
"Farms with livestock - number","Latvia","Total","Total","Total","Total","2005","85,300"
"Farms with livestock - number","Lithuania","Total","Total","Total","Total","2016","95,300"
"Farms with livestock - number","Lithuania","Total","Total","Total","Total","2013","117,610"
"Farms with livestock - number","Lithuania","Total","Total","Total","Total","2010","129,630"
"Farms with livestock - number","Lithuania","Total","Total","Total","Total","2007","185,390"
"Farms with livestock - number","Lithuania","Total","Total","Total","Total","2005","225,090"
"Farms with livestock - number","Luxembourg","Total","Total","Total","Total","2016","1,540"
"Farms with livestock - number","Luxembourg","Total","Total","Total","Total","2013","1,610"
"Farms with livestock - number","Luxembourg","Total","Total","Total","Total","2010","1,720"
"Farms with livestock - number","Luxembourg","Total","Total","Total","Total","2007","1,760"
"Farms with livestock - number","Luxembourg","Total","Total","Total","Total","2005","2,000"
"Farms with livestock - number","Hungary","Total","Total","Total","Total","2016","261,540"
"Farms with livestock - number","Hungary","Total","Total","Total","Total","2013","312,430"
"Farms with livestock - number","Hungary","Total","Total","Total","Total","2010","381,650"
"Farms with livestock - number","Hungary","Total","Total","Total","Total","2007","439,910"
"Farms with livestock - number","Hungary","Total","Total","Total","Total","2005","501,910"
"Farms with livestock - number","Malta","Total","Total","Total","Total","2016","2,740"
"Farms with livestock - number","Malta","Total","Total","Total","Total","2013","2,780"
"Farms with livestock - number","Malta","Total","Total","Total","Total","2010","2,740"
"Farms with livestock - number","Malta","Total","Total","Total","Total","2007","2,830"
"Farms with livestock - number","Malta","Total","Total","Total","Total","2005","2,710"
"Farms with livestock - number","Netherlands","Total","Total","Total","Total","2016","36,960"
"Farms with livestock - number","Netherlands","Total","Total","Total","Total","2013","46,440"
"Farms with livestock - number","Netherlands","Total","Total","Total","Total","2010","50,440"
"Farms with livestock - number","Netherlands","Total","Total","Total","Total","2007","53,210"
"Farms with livestock - number","Netherlands","Total","Total","Total","Total","2005","56,110"
"Farms with livestock - number","Austria","Total","Total","Total","Total","2016","93,920"
"Farms with livestock - number","Austria","Total","Total","Total","Total","2013","101,790"
"Farms with livestock - number","Austria","Total","Total","Total","Total","2010","106,960"
"Farms with livestock - number","Austria","Total","Total","Total","Total","2007","115,470"
"Farms with livestock - number","Austria","Total","Total","Total","Total","2005","122,230"
"Farms with livestock - number","Poland","Total","Total","Total","Total","2016","718,240"
"Farms with livestock - number","Poland","Total","Total","Total","Total","2013","797,750"
"Farms with livestock - number","Poland","Total","Total","Total","Total","2010","918,870"
"Farms with livestock - number","Poland","Total","Total","Total","Total","2007","1,539,380"
"Farms with livestock - number","Poland","Total","Total","Total","Total","2005","1,547,480"
"Farms with livestock - number","Portugal","Total","Total","Total","Total","2016","172,350"
"Farms with livestock - number","Portugal","Total","Total","Total","Total","2013","169,920"
"Farms with livestock - number","Portugal","Total","Total","Total","Total","2010","203,780"
"Farms with livestock - number","Portugal","Total","Total","Total","Total","2007","198,100"
"Farms with livestock - number","Portugal","Total","Total","Total","Total","2005","234,300"
"Farms with livestock - number","Romania","Total","Total","Total","Total","2016","2,567,430"
"Farms with livestock - number","Romania","Total","Total","Total","Total","2013","2,727,720"
"Farms with livestock - number","Romania","Total","Total","Total","Total","2010","2,836,640"
"Farms with livestock - number","Romania","Total","Total","Total","Total","2007","3,333,490"
"Farms with livestock - number","Romania","Total","Total","Total","Total","2005","3,453,010"
"Farms with livestock - number","Slovenia","Total","Total","Total","Total","2016","56,580"
"Farms with livestock - number","Slovenia","Total","Total","Total","Total","2013","58,300"
"Farms with livestock - number","Slovenia","Total","Total","Total","Total","2010","59,220"
"Farms with livestock - number","Slovenia","Total","Total","Total","Total","2007","63,880"
"Farms with livestock - number","Slovenia","Total","Total","Total","Total","2005","67,150"
"Farms with livestock - number","Slovakia","Total","Total","Total","Total","2016","16,120"
"Farms with livestock - number","Slovakia","Total","Total","Total","Total","2013","17,090"
"Farms with livestock - number","Slovakia","Total","Total","Total","Total","2010","18,390"
"Farms with livestock - number","Slovakia","Total","Total","Total","Total","2007","57,010"
"Farms with livestock - number","Slovakia","Total","Total","Total","Total","2005","58,030"
"Farms with livestock - number","Finland","Total","Total","Total","Total","2016","16,610"
"Farms with livestock - number","Finland","Total","Total","Total","Total","2013","19,900"
"Farms with livestock - number","Finland","Total","Total","Total","Total","2010","23,130"
"Farms with livestock - number","Finland","Total","Total","Total","Total","2007","28,110"
"Farms with livestock - number","Finland","Total","Total","Total","Total","2005","30,230"
"Farms with livestock - number","Sweden","Total","Total","Total","Total","2016","34,290"
"Farms with livestock - number","Sweden","Total","Total","Total","Total","2013","37,600"
"Farms with livestock - number","Sweden","Total","Total","Total","Total","2010","40,360"
"Farms with livestock - number","Sweden","Total","Total","Total","Total","2007","43,220"
"Farms with livestock - number","Sweden","Total","Total","Total","Total","2005","42,270"
"Farms with livestock - number","Iceland","Total","Total","Total","Total","2016",":"
"Farms with livestock - number","Iceland","Total","Total","Total","Total","2013",":"
"Farms with livestock - number","Iceland","Total","Total","Total","Total","2010","2,490"
"Farms with livestock - number","Iceland","Total","Total","Total","Total","2007",":"
"Farms with livestock - number","Iceland","Total","Total","Total","Total","2005",":"
"Farms with livestock - number","Norway","Total","Total","Total","Total","2016",":"
"Farms with livestock - number","Norway","Total","Total","Total","Total","2013","30,530"
"Farms with livestock - number","Norway","Total","Total","Total","Total","2010","32,640"
"Farms with livestock - number","Norway","Total","Total","Total","Total","2007","36,120"
"Farms with livestock - number","Norway","Total","Total","Total","Total","2005","38,540"
"Farms with livestock - number","Switzerland","Total","Total","Total","Total","2016",":"
"Farms with livestock - number","Switzerland","Total","Total","Total","Total","2013",":"
"Farms with livestock - number","Switzerland","Total","Total","Total","Total","2010","50,990"
"Farms with livestock - number","Switzerland","Total","Total","Total","Total","2007","53,520"
"Farms with livestock - number","Switzerland","Total","Total","Total","Total","2005","55,450"
"Farms with livestock - number","United Kingdom","Total","Total","Total","Total","2016","138,050"
"Farms with livestock - number","United Kingdom","Total","Total","Total","Total","2013","140,940"
"Farms with livestock - number","United Kingdom","Total","Total","Total","Total","2010","139,000"
"Farms with livestock - number","United Kingdom","Total","Total","Total","Total","2007","159,330"
"Farms with livestock - number","United Kingdom","Total","Total","Total","Total","2005","183,550"
"Farms with livestock - number","Montenegro","Total","Total","Total","Total","2016",":"
"Farms with livestock - number","Montenegro","Total","Total","Total","Total","2013",":"
"Farms with livestock - number","Montenegro","Total","Total","Total","Total","2010","33,530"
"Farms with livestock - number","Montenegro","Total","Total","Total","Total","2007",":"
"Farms with livestock - number","Montenegro","Total","Total","Total","Total","2005",":"
"Farms with livestock - live stock unit","Belgium","Total","Total","Total","Total","2016","3,772,750"
"Farms with livestock - live stock unit","Belgium","Total","Total","Total","Total","2013","3,584,440"
"Farms with livestock - live stock unit","Belgium","Total","Total","Total","Total","2010","3,798,680"
"Farms with livestock - live stock unit","Belgium","Total","Total","Total","Total","2007","3,787,770"
"Farms with livestock - live stock unit","Belgium","Total","Total","Total","Total","2005","3,884,560"
"Farms with livestock - live stock unit","Bulgaria","Total","Total","Total","Total","2016","1,094,240"
"Farms with livestock - live stock unit","Bulgaria","Total","Total","Total","Total","2013","1,024,910"
"Farms with livestock - live stock unit","Bulgaria","Total","Total","Total","Total","2010","1,149,470"
"Farms with livestock - live stock unit","Bulgaria","Total","Total","Total","Total","2007","1,245,980"
"Farms with livestock - live stock unit","Bulgaria","Total","Total","Total","Total","2005","1,327,020"
"Farms with livestock - live stock unit","Czechia","Total","Total","Total","Total","2016","1,756,520"
"Farms with livestock - live stock unit","Czechia","Total","Total","Total","Total","2013","1,728,360"
"Farms with livestock - live stock unit","Czechia","Total","Total","Total","Total","2010","1,722,460"
"Farms with livestock - live stock unit","Czechia","Total","Total","Total","Total","2007","2,052,810"
"Farms with livestock - live stock unit","Czechia","Total","Total","Total","Total","2005","2,074,380"
"Farms with livestock - live stock unit","Denmark","Total","Total","Total","Total","2016","4,128,470"
"Farms with livestock - live stock unit","Denmark","Total","Total","Total","Total","2013","4,133,390"
"Farms with livestock - live stock unit","Denmark","Total","Total","Total","Total","2010","4,919,400"
"Farms with livestock - live stock unit","Denmark","Total","Total","Total","Total","2007","4,582,160"
"Farms with livestock - live stock unit","Denmark","Total","Total","Total","Total","2005","4,565,550"
"Farms with livestock - live stock unit","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total","2016","18,182,310"
"Farms with livestock - live stock unit","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total","2013","18,406,910"
"Farms with livestock - live stock unit","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total","2010","17,792,560"
"Farms with livestock - live stock unit","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total","2007","17,985,170"
"Farms with livestock - live stock unit","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total","2005","18,149,190"
"Farms with livestock - live stock unit","Estonia","Total","Total","Total","Total","2016","279,330"
"Farms with livestock - live stock unit","Estonia","Total","Total","Total","Total","2013","310,110"
"Farms with livestock - live stock unit","Estonia","Total","Total","Total","Total","2010","306,280"
"Farms with livestock - live stock unit","Estonia","Total","Total","Total","Total","2007","313,200"
"Farms with livestock - live stock unit","Estonia","Total","Total","Total","Total","2005","316,060"
"Farms with livestock - live stock unit","Ireland","Total","Total","Total","Total","2016","6,199,890"
"Farms with livestock - live stock unit","Ireland","Total","Total","Total","Total","2013","5,929,360"
"Farms with livestock - live stock unit","Ireland","Total","Total","Total","Total","2010","5,787,400"
"Farms with livestock - live stock unit","Ireland","Total","Total","Total","Total","2007","5,918,340"
"Farms with livestock - live stock unit","Ireland","Total","Total","Total","Total","2005","6,220,360"
"Farms with livestock - live stock unit","Greece","Total","Total","Total","Total","2016","2,102,870"
"Farms with livestock - live stock unit","Greece","Total","Total","Total","Total","2013","2,142,980"
"Farms with livestock - live stock unit","Greece","Total","Total","Total","Total","2010","2,406,520"
"Farms with livestock - live stock unit","Greece","Total","Total","Total","Total","2007","2,626,560"
"Farms with livestock - live stock unit","Greece","Total","Total","Total","Total","2005","2,479,650"
"Farms with livestock - live stock unit","Spain","Total","Total","Total","Total","2016","14,442,530"
"Farms with livestock - live stock unit","Spain","Total","Total","Total","Total","2013","14,501,690"
"Farms with livestock - live stock unit","Spain","Total","Total","Total","Total","2010","14,830,940"
"Farms with livestock - live stock unit","Spain","Total","Total","Total","Total","2007","14,380,700"
"Farms with livestock - live stock unit","Spain","Total","Total","Total","Total","2005","14,452,370"
"Farms with livestock - live stock unit","France","Total","Total","Total","Total","2016","22,081,990"
"Farms with livestock - live stock unit","France","Total","Total","Total","Total","2013","21,871,300"
"Farms with livestock - live stock unit","France","Total","Total","Total","Total","2010","22,674,170"
"Farms with livestock - live stock unit","France","Total","Total","Total","Total","2007","22,543,650"
"Farms with livestock - live stock unit","France","Total","Total","Total","Total","2005","22,703,120"
"Farms with livestock - live stock unit","Croatia","Total","Total","Total","Total","2016","754,710"
"Farms with livestock - live stock unit","Croatia","Total","Total","Total","Total","2013","864,020"
"Farms with livestock - live stock unit","Croatia","Total","Total","Total","Total","2010","1,020,180"
"Farms with livestock - live stock unit","Croatia","Total","Total","Total","Total","2007","882,910"
"Farms with livestock - live stock unit","Croatia","Total","Total","Total","Total","2005",":"
"Farms with livestock - live stock unit","Italy","Total","Total","Total","Total","2016","9,467,720"
"Farms with livestock - live stock unit","Italy","Total","Total","Total","Total","2013","9,374,270"
