Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"RP","Pesticides Use","191","Croatia","5157","Agricultural Use","1320","Herbicides","2005","2005","tonnes","1269","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RP","Pesticides Use","191","Croatia","5157","Agricultural Use","1320","Herbicides","2006","2006","tonnes","1322","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RP","Pesticides Use","191","Croatia","5157","Agricultural Use","1320","Herbicides","2007","2007","tonnes","1150","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RP","Pesticides Use","191","Croatia","5157","Agricultural Use","1320","Herbicides","2008","2008","tonnes","1187","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RP","Pesticides Use","191","Croatia","5157","Agricultural Use","1320","Herbicides","2009","2009","tonnes","967","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RP","Pesticides Use","191","Croatia","5157","Agricultural Use","1320","Herbicides","2010","2010","tonnes","851","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RP","Pesticides Use","191","Croatia","5157","Agricultural Use","1320","Herbicides","2011","2011","tonnes","823","F","FAO estimate"
"RP","Pesticides Use","191","Croatia","5157","Agricultural Use","1320","Herbicides","2012","2012","tonnes","796","F","FAO estimate"
"RP","Pesticides Use","191","Croatia","5157","Agricultural Use","1320","Herbicides","2013","2013","tonnes","768","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","191","Croatia","5157","Agricultural Use","1320","Herbicides","2014","2014","tonnes","889","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","191","Croatia","5157","Agricultural Use","1320","Herbicides","2015","2015","tonnes","821","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","191","Croatia","5157","Agricultural Use","1320","Herbicides","2016","2016","tonnes","743","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","191","Croatia","5157","Agricultural Use","1320","Herbicides","2017","2017","tonnes","669","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","191","Croatia","5157","Agricultural Use","1320","Herbicides","2018","2018","tonnes","718","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","191","Croatia","5157","Agricultural Use","1320","Herbicides","2019","2019","tonnes","700","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","191","Croatia","5157","Agricultural Use","1331","Fungicides and Bactericides","1992","1992","tonnes","460","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","191","Croatia","5157","Agricultural Use","1331","Fungicides and Bactericides","1993","1993","tonnes","687","F","FAO estimate"
"RP","Pesticides Use","191","Croatia","5157","Agricultural Use","1331","Fungicides and Bactericides","1994","1994","tonnes","915","F","FAO estimate"
"RP","Pesticides Use","191","Croatia","5157","Agricultural Use","1331","Fungicides and Bactericides","1995","1995","tonnes","1142","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","191","Croatia","5157","Agricultural Use","1331","Fungicides and Bactericides","1996","1996","tonnes","1412","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","191","Croatia","5157","Agricultural Use","1331","Fungicides and Bactericides","1997","1997","tonnes","1315","F","FAO estimate"
"RP","Pesticides Use","191","Croatia","5157","Agricultural Use","1331","Fungicides and Bactericides","1998","1998","tonnes","1218","F","FAO estimate"
"RP","Pesticides Use","191","Croatia","5157","Agricultural Use","1331","Fungicides and Bactericides","1999","1999","tonnes","1121","F","FAO estimate"
"RP","Pesticides Use","191","Croatia","5157","Agricultural Use","1331","Fungicides and Bactericides","2000","2000","tonnes","1024","F","FAO estimate"
"RP","Pesticides Use","191","Croatia","5157","Agricultural Use","1331","Fungicides and Bactericides","2001","2001","tonnes","926","F","FAO estimate"
"RP","Pesticides Use","191","Croatia","5157","Agricultural Use","1331","Fungicides and Bactericides","2002","2002","tonnes","829","F","FAO estimate"
"RP","Pesticides Use","191","Croatia","5157","Agricultural Use","1331","Fungicides and Bactericides","2003","2003","tonnes","732","F","FAO estimate"
"RP","Pesticides Use","191","Croatia","5157","Agricultural Use","1331","Fungicides and Bactericides","2004","2004","tonnes","635","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RP","Pesticides Use","191","Croatia","5157","Agricultural Use","1331","Fungicides and Bactericides","2005","2005","tonnes","670","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RP","Pesticides Use","191","Croatia","5157","Agricultural Use","1331","Fungicides and Bactericides","2006","2006","tonnes","665","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RP","Pesticides Use","191","Croatia","5157","Agricultural Use","1331","Fungicides and Bactericides","2007","2007","tonnes","705","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RP","Pesticides Use","191","Croatia","5157","Agricultural Use","1331","Fungicides and Bactericides","2008","2008","tonnes","944","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RP","Pesticides Use","191","Croatia","5157","Agricultural Use","1331","Fungicides and Bactericides","2009","2009","tonnes","829","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RP","Pesticides Use","191","Croatia","5157","Agricultural Use","1331","Fungicides and Bactericides","2010","2010","tonnes","578","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RP","Pesticides Use","191","Croatia","5157","Agricultural Use","1331","Fungicides and Bactericides","2011","2011","tonnes","694","F","FAO estimate"
"RP","Pesticides Use","191","Croatia","5157","Agricultural Use","1331","Fungicides and Bactericides","2012","2012","tonnes","811","F","FAO estimate"
"RP","Pesticides Use","191","Croatia","5157","Agricultural Use","1331","Fungicides and Bactericides","2013","2013","tonnes","927","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","191","Croatia","5157","Agricultural Use","1331","Fungicides and Bactericides","2014","2014","tonnes","1005","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","191","Croatia","5157","Agricultural Use","1331","Fungicides and Bactericides","2015","2015","tonnes","1315","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","191","Croatia","5157","Agricultural Use","1331","Fungicides and Bactericides","2016","2016","tonnes","932","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","191","Croatia","5157","Agricultural Use","1331","Fungicides and Bactericides","2017","2017","tonnes","727","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","191","Croatia","5157","Agricultural Use","1331","Fungicides and Bactericides","2018","2018","tonnes","752","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","191","Croatia","5157","Agricultural Use","1331","Fungicides and Bactericides","2019","2019","tonnes","656","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1357","Pesticides (total)","1990","1990","tonnes","2185","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1357","Pesticides (total)","1991","1991","tonnes","1971","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1357","Pesticides (total)","1992","1992","tonnes","1696","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1357","Pesticides (total)","1993","1993","tonnes","2044","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1357","Pesticides (total)","1994","1994","tonnes","2518","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1357","Pesticides (total)","1995","1995","tonnes","2031","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1357","Pesticides (total)","1996","1996","tonnes","2417","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1357","Pesticides (total)","1997","1997","tonnes","2224","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1357","Pesticides (total)","1998","1998","tonnes","1714","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1357","Pesticides (total)","1999","1999","tonnes","1204","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1357","Pesticides (total)","2000","2000","tonnes","694","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1357","Pesticides (total)","2001","2001","tonnes","797","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1357","Pesticides (total)","2002","2002","tonnes","975","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1357","Pesticides (total)","2003","2003","tonnes","720","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1357","Pesticides (total)","2004","2004","tonnes","650","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1357","Pesticides (total)","2005","2005","tonnes","620","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1357","Pesticides (total)","2006","2006","tonnes","812","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1357","Pesticides (total)","2007","2007","tonnes","495","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1357","Pesticides (total)","2008","2008","tonnes","447","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1357","Pesticides (total)","2009","2009","tonnes","707","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1357","Pesticides (total)","2010","2010","tonnes","620","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1357","Pesticides (total)","2011","2011","tonnes","568","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1357","Pesticides (total)","2012","2012","tonnes","727","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1357","Pesticides (total)","2013","2013","tonnes","887","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1357","Pesticides (total)","2014","2014","tonnes","1047","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1357","Pesticides (total)","2015","2015","tonnes","999","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1357","Pesticides (total)","2016","2016","tonnes","638","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1357","Pesticides (total)","2017","2017","tonnes","1083","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1357","Pesticides (total)","2018","2018","tonnes","1187","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1357","Pesticides (total)","2019","2019","tonnes","1234","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1309","Insecticides","1990","1990","tonnes","334","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1309","Insecticides","1991","1991","tonnes","377","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1309","Insecticides","1992","1992","tonnes","261","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1309","Insecticides","1993","1993","tonnes","322","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1309","Insecticides","1994","1994","tonnes","389","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1309","Insecticides","1995","1995","tonnes","306","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1309","Insecticides","1996","1996","tonnes","358","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1309","Insecticides","1997","1997","tonnes","294","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1309","Insecticides","1998","1998","tonnes","274","F","FAO estimate"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1309","Insecticides","1999","1999","tonnes","254","F","FAO estimate"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1309","Insecticides","2000","2000","tonnes","235","F","FAO estimate"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1309","Insecticides","2001","2001","tonnes","302","F","FAO estimate"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1309","Insecticides","2002","2002","tonnes","211","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1309","Insecticides","2003","2003","tonnes","220","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1309","Insecticides","2004","2004","tonnes","215","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1309","Insecticides","2005","2005","tonnes","231","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1309","Insecticides","2006","2006","tonnes","282","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1309","Insecticides","2007","2007","tonnes","179","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1309","Insecticides","2008","2008","tonnes","175","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1309","Insecticides","2009","2009","tonnes","311","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1309","Insecticides","2010","2010","tonnes","223","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1309","Insecticides","2011","2011","tonnes","157","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1309","Insecticides","2012","2012","tonnes","249","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1309","Insecticides","2013","2013","tonnes","215","F","FAO estimate"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1309","Insecticides","2014","2014","tonnes","181","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1309","Insecticides","2015","2015","tonnes","103","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1309","Insecticides","2016","2016","tonnes","113","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1309","Insecticides","2017","2017","tonnes","125","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1309","Insecticides","2018","2018","tonnes","155","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1309","Insecticides","2019","2019","tonnes","137","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1320","Herbicides","1990","1990","tonnes","77","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1320","Herbicides","1991","1991","tonnes","70","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1320","Herbicides","1992","1992","tonnes","111","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1320","Herbicides","1993","1993","tonnes","111","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1320","Herbicides","1994","1994","tonnes","131","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1320","Herbicides","1995","1995","tonnes","122","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1320","Herbicides","1996","1996","tonnes","132","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1320","Herbicides","1997","1997","tonnes","114","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1320","Herbicides","1998","1998","tonnes","100","F","FAO estimate"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1320","Herbicides","1999","1999","tonnes","85","F","FAO estimate"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1320","Herbicides","2000","2000","tonnes","71","F","FAO estimate"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1320","Herbicides","2001","2001","tonnes","109","F","FAO estimate"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1320","Herbicides","2002","2002","tonnes","140","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1320","Herbicides","2003","2003","tonnes","190","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1320","Herbicides","2004","2004","tonnes","180","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1320","Herbicides","2005","2005","tonnes","146","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1320","Herbicides","2006","2006","tonnes","112","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1320","Herbicides","2007","2007","tonnes","84","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1320","Herbicides","2008","2008","tonnes","68","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1320","Herbicides","2009","2009","tonnes","109","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1320","Herbicides","2010","2010","tonnes","103","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1320","Herbicides","2011","2011","tonnes","166","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1320","Herbicides","2012","2012","tonnes","131","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1320","Herbicides","2013","2013","tonnes","142","F","FAO estimate"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1320","Herbicides","2014","2014","tonnes","153","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1320","Herbicides","2015","2015","tonnes","117","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1320","Herbicides","2016","2016","tonnes","158","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1320","Herbicides","2017","2017","tonnes","139","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1320","Herbicides","2018","2018","tonnes","161","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1320","Herbicides","2019","2019","tonnes","168","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1331","Fungicides and Bactericides","1990","1990","tonnes","1697","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1331","Fungicides and Bactericides","1991","1991","tonnes","1452","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1331","Fungicides and Bactericides","1992","1992","tonnes","1307","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1331","Fungicides and Bactericides","1993","1993","tonnes","1465","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1331","Fungicides and Bactericides","1994","1994","tonnes","1740","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1331","Fungicides and Bactericides","1995","1995","tonnes","1521","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1331","Fungicides and Bactericides","1996","1996","tonnes","1832","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1331","Fungicides and Bactericides","1997","1997","tonnes","1683","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1331","Fungicides and Bactericides","1998","1998","tonnes","1198","F","FAO estimate"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1331","Fungicides and Bactericides","1999","1999","tonnes","713","F","FAO estimate"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1331","Fungicides and Bactericides","2000","2000","tonnes","228","F","FAO estimate"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1331","Fungicides and Bactericides","2001","2001","tonnes","216","F","FAO estimate"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1331","Fungicides and Bactericides","2002","2002","tonnes","446","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1331","Fungicides and Bactericides","2003","2003","tonnes","250","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1331","Fungicides and Bactericides","2004","2004","tonnes","200","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1331","Fungicides and Bactericides","2005","2005","tonnes","208","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1331","Fungicides and Bactericides","2006","2006","tonnes","286","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1331","Fungicides and Bactericides","2007","2007","tonnes","206","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1331","Fungicides and Bactericides","2008","2008","tonnes","179","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1331","Fungicides and Bactericides","2009","2009","tonnes","269","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1331","Fungicides and Bactericides","2010","2010","tonnes","276","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1331","Fungicides and Bactericides","2011","2011","tonnes","241","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1331","Fungicides and Bactericides","2012","2012","tonnes","347","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1331","Fungicides and Bactericides","2013","2013","tonnes","523","F","FAO estimate"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1331","Fungicides and Bactericides","2014","2014","tonnes","698","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1331","Fungicides and Bactericides","2015","2015","tonnes","777","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","196","Cyprus","5157","Agricultural Use","1331","Fungicides and Bactericides","2016","2016","tonnes","366","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
