DATAFLOW,LAST UPDATE,freq,unit,landcover,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,FI,2009,12100,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,FI,2012,13845,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,FI,2015,15214,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,FI,2018,15875,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,FR,2009,13587,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,FR,2012,16443,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,FR,2015,15099,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,FR,2018,11411,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,HR,2015,3257,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,HR,2018,6104,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,HU,2009,1710,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,HU,2012,1665,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,HU,2015,1502,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,HU,2018,1531,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,IE,2009,4721,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,IE,2012,8336,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,IE,2015,8395,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,IE,2018,5237,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,IT,2009,10685,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,IT,2012,12422,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,IT,2015,13031,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,IT,2018,13973,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,LT,2009,1072,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,LT,2012,1028,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,LT,2015,601,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,LT,2018,632,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,LU,2009,32,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,LU,2012,32,u
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,LU,2015,62,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,LU,2018,28,u
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,LV,2009,2605,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,LV,2012,2199,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,LV,2015,3062,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,LV,2018,2056,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,MT,2012,32,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,MT,2015,32,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,MT,2018,30,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,NL,2009,338,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,NL,2012,428,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,NL,2015,555,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,NL,2018,484,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,PL,2009,4488,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,PL,2012,4242,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,PL,2015,4385,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,PL,2018,3059,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,PT,2009,8650,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,PT,2012,12213,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,PT,2015,13150,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,PT,2018,12826,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,RO,2012,3295,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,RO,2015,3373,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,RO,2018,5269,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,SE,2009,18447,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,SE,2012,22931,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,SE,2015,21506,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,SE,2018,26309,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,SI,2009,342,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,SI,2012,360,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,SI,2015,352,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,SI,2018,228,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,SK,2009,1121,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,SK,2012,1161,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,SK,2015,1399,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,SK,2018,1417,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,UK,2009,38099,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,UK,2012,38035,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,UK,2015,42655,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,UK,2018,23100,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,AT,2009,543,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,AT,2012,561,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,AT,2015,677,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,AT,2018,1295,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,BE,2009,794,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,BE,2012,348,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,BE,2015,504,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,BE,2018,586,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,BG,2012,1306,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,BG,2015,1224,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,BG,2018,1574,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,CY,2012,181,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,CY,2015,315,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,CY,2018,448,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,CZ,2009,570,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,CZ,2012,541,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,CZ,2015,651,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,CZ,2018,1388,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,DE,2009,3946,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,DE,2012,3292,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,DE,2015,3477,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,DE,2018,5349,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,DK,2009,604,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,DK,2012,341,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,DK,2015,410,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,DK,2018,923,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,EE,2009,184,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,EE,2012,151,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,EE,2015,222,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,EE,2018,298,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,EL,2009,7951,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,EL,2012,9980,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,EL,2015,12759,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,EL,2018,14534,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,ES,2009,49676,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,ES,2012,61796,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,ES,2015,64059,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,ES,2018,49172,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,FI,2009,1470,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,FI,2012,1424,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,FI,2015,2047,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,FI,2018,3072,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,FR,2009,7236,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,FR,2012,6954,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,FR,2015,6234,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,FR,2018,7823,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,HR,2015,763,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,HR,2018,1559,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,HU,2009,1237,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,HU,2012,884,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,HU,2015,1025,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,HU,2018,1900,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,IE,2009,398,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,IE,2012,461,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,IE,2015,247,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,IE,2018,181,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,IT,2009,19563,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,IT,2012,20794,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,IT,2015,20812,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,IT,2018,21275,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,LT,2009,176,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,LT,2012,255,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,LT,2015,295,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,LT,2018,674,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,LU,2009,35,u
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,LU,2012,13,u
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,LU,2015,13,p
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,LU,2018,4,u
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,LV,2009,345,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,LV,2012,317,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,LV,2015,168,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,LV,2018,710,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,MT,2012,9,u
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,MT,2015,8,u
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,MT,2018,10,u
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,NL,2009,1187,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,NL,2012,926,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,NL,2015,1156,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,NL,2018,1157,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,PL,2009,3266,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,PL,2012,2836,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,PL,2015,3081,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,PL,2018,4312,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,PT,2009,12834,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,PT,2012,12782,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,PT,2015,11017,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,PT,2018,9594,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,RO,2012,3903,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,RO,2015,2848,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,RO,2018,2912,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,SE,2009,5560,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,SE,2012,10413,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,SE,2015,9763,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,SE,2018,6861,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,SI,2009,255,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,SI,2012,174,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,SI,2015,188,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,SI,2018,373,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,SK,2009,489,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,SK,2012,311,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,SK,2015,253,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,SK,2018,406,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,UK,2009,3221,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,UK,2012,3938,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,UK,2015,2473,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC3,UK,2018,2594,
